Family,Certainty level for identification,Code(Cliff),Genus,Species,Block (B means Block),Site gr (grass) or cc (cover crop),Plot,Subplot,OrderNo,Date,CoverPerc,Soil,Rock,Wood,Litter,StandingDead,Water,Lichen,Moss,OtherNonVascular,Scat,CameraID,Code(Dan),Comments,Site,Corner,Location,Year,Month,Day,Height>3m,Status,Cluster,MorphospeciesID,TaxonID,Collected,Authority
Aste,ToSpp,CalVia,Calyptocarpus,vialis,B04,gr,B04gr,41.1.1,_10,23-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,fSbFm,NA,Poac(Dig/Uro),NA,B04,gr,B04gr,41.1.1,_11,23-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
NA,aa,NA,NoneFoundInSubplot,NoneFound,B04,gr,B04gr,41.1.10,_NA,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B04,gr,B04gr,41.4.1,_01,23-Mar-20,15,12,<1,<1,13,<1,0,0,0,<1,0,NA,NA,,,,,,,,,,,,,,
Acan,ToSpp,RueBle,Ruellia,blechum,B04,gr,B04gr,41.4.1,_02,23-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,ParHys,Parthenium,hysterophorus,B04,gr,B04gr,41.4.1,_03,23-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasNot,Paspalum,notatum,B04,gr,B04gr,41.4.1,_04,23-Mar-20,25,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B04,gr,B04gr,41.4.1,_05,23-Mar-20,5,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B04,gr,B04gr,41.4.1,_06,23-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,CalVia,Calyptocarpus,vialis,B04,gr,B04gr,41.4.1,_07,23-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,IndSpi,Indigofera,spicata,B04,gr,B04gr,41.4.1,_08,23-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,EupGra,Euphorbia,graminea,B04,gr,B04gr,41.4.1,_09,23-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Acan,ToSpp,RueCil,Ruellia,ciliatiflora,B04,gr,B04gr,41.4.1,_10,23-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Bras,ToSpp,LepVir,Lepidium,virginicum,B04,gr,B04gr,41.4.10,_01,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaOpt,Chamaesyce,opthalmica,B04,gr,B04gr,41.4.10,_02,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B04,gr,B04gr,41.4.10,_03,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Phyl,ToSpp,PhyAma,Phyllathus,amarus,B04,gr,B04gr,41.4.10,_04,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Apia,ToSpp,CycLep,Cyclospermum,leptophyllum,B04,gr,B04gr,41_100,_01,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DicAri,Dichanthium,aristatum,B04,gr,B04gr,41_100,_02,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B04,gr,B04gr,41_100,_03,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B04,gr,B04gr,41_100,_04,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,ChlRad,Chloris,radiata,B04,gr,B04gr,41_100,_05,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Rubi,ToSpp,SpeRem,Spermacoce,remota,B04,gr,B04gr,41_100,_06,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,SonOle,Sonchus,oleraceus,B04,gr,B04gr,41_100,_07,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,EupGra,Euphorbia,graminea,B04,gr,B04gr,41_100,_08,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Amar,ToSpp,AmaVir,Amaranthus,viridis,B04,gr,B04gr,41_100,_09,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,CynDac,Cynodon,dactylon,B04,gr,B04gr,41_100,_10,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,EraAma,Eragrostis,amabilis,B04,gr,B04gr,41_100,_11,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,TriPro,Tridax,procumbens,B04,gr,B04gr,41_100,_12,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,Genus,UroSp.,Urochloa,sp.,B04,gr,B04gr,41_100,_13,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,AlyVag,Alysicarpus,vaginalis,B04,gr,B04gr,41_100,_14,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Cucu,ToSpp,MomCha,Momordica,charantia,B04,gr,B04gr,41_100,_15,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,Genus,ChaSp.,Chamaesyce,sp.,B04,gr,B04gr,41_100,_16,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B04,gr,B04gr,41_100,_17,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Cype,ToSpp,CypRot,Cyperus,rotundus,B04,gr,B04gr,41_100,_18,23-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,ParHys,Parthenium,hysterophorus,B14,gr,B14gr,31.1.1,_01,25-Mar-20,7,10,1,2,15,<1,0,0,0,<1,0,NA,NA,,,,,,,,,,,,,,
Lami,ToSpp,SalOcc,Salvia,occidentalis,B14,gr,B14gr,31.1.1,_02,25-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasNot,Paspalum,notatum,B14,gr,B14gr,31.1.1,_03,25-Mar-20,10,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B14,gr,B14gr,31.1.1,_04,25-Mar-20,10,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DicAri,Dichanthium,aristatum,B14,gr,B14gr,31.1.1,_05,25-Mar-20,10,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B14,gr,B14gr,31.1.1,_06,25-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Acan,ToSpp,RueBle,Ruellia,blechum,B14,gr,B14gr,31.1.1,_07,25-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,CalVia,Calyptocarpus,vialis,B14,gr,B14gr,31.1.1,_08,25-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,AlyVag,Alysicarpus,vaginalis,B14,gr,B14gr,31.1.1,_09,25-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Bras,ToSpp,LepVir,Lepidium,virginicum,B14,gr,B14gr,31.1.1,_10,25-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,DesTri,Desmodium,triflorum,B14,gr,B14gr,31.1.1,_11,25-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Zz?F,Dicot,NA,Dicot(UnkFam),(~SchTer),B14,gr,B14gr,31.1.1,_12,25-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Acan,ToSpp,RueCil,Ruellia,ciliatiflora,B14,gr,B14gr,31.1.1,_13,25-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B14,gr,B14gr,31.1.10,_01,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Hydr,ToSpp,NamJam,Nama,jamaicensis,B14,gr,B14gr,31.1.10,_02,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B14,gr,B14gr,31.1.10,_03,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,BotPer,Bothriochloa,pertusa,B14,gr,B14gr,31.1.10,_04,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Verb,ToSpp,StaJam,Stachytarpheta,jamaicensis,B14,gr,B14gr,31.1.10,_05,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Acan,ToSpp,RueCil,Ruellia,ciliatiflora,B14,gr,B14gr,31.1.10,_06,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,EupGra,Euphorbia,graminea,B14,gr,B14gr,31.1.10,_07,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Olea,ToSpp,JasDic,Jasminum,dichotomum,B14,gr,B14gr,31.1.10,_08,25-Mar-20,NA,,,,,,,,,,,,Jasm.dic,,,,,,,,,,,,,,
Faba,ToSpp,IndSpi,Indigofera,spicata,B14,gr,B14gr,31.1.10,_09,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Rubi,ToSpp,RicGra,Richardia,grandiflora,B14,gr,B14gr,31.1.10,_10,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B14,gr,B14gr,31.1.10,_11,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,TriPro,Tridax,procumbens,B14,gr,B14gr,31.1.10,_12,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B14,gr,B14gr,31.1.10,_13,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,DesInc,Desmodium,incanum,B14,gr,B14gr,31.1.10,_14,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,Genus,AcaSp.,Acalypha,sp.,B14,gr,B14gr,31.1.10,_15,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,CyaCin,Cyanthillium,cinereum,B14,gr,B14gr,31.1.10,_16,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B14,gr,B14gr,31.4.1,_01,25-Mar-20,15,10,10,2,20,<1,0,0,0,<1,0,NA,NA,,,,,,,,,,,,,,
Acan,ToSpp,RueCil,Ruellia,ciliatiflora,B14,gr,B14gr,31.4.1,_02,25-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,ParHys,Parthenium,hysterophorus,B14,gr,B14gr,31.4.1,_03,25-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,TriPro,Tridax,procumbens,B14,gr,B14gr,31.4.1,_04,25-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B14,gr,B14gr,31.4.1,_05,25-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,AlyVag,Alysicarpus,vaginalis,B14,gr,B14gr,31.4.1,_06,25-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,EupGra,Euphorbia,graminea,B14,gr,B14gr,31.4.1,_07,25-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Rubi,ToSpp,SpeRem,Spermacoce,remota,B14,gr,B14gr,31.4.1,_08,25-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,BotPer,Bothriochloa,pertusa,B14,gr,B14gr,31.4.1,_09,25-Mar-20,4,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasNot,Paspalum,notatum,B14,gr,B14gr,31.4.1,_10,25-Mar-20,4,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B14,gr,B14gr,31.4.1,_11,25-Mar-20,4,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B14,gr,B14gr,31.4.10,_01,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B14,gr,B14gr,31.4.10,_02,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Bras,ToSpp,LepVir,Lepidium,virginicum,B14,gr,B14gr,31.4.10,_03,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,EmiFos,Emilia,fosbergii,B14,gr,B14gr,31.4.10,_04,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B14,gr,B14gr,31.4.10,_05,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Lami,ToSpp,SalOcc,Salvia,occidentalis,B14,gr,B14gr,31.4.10,_06,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,AcaSet,Acalypha,setosa,B14,gr,B14gr,31.4.10,_07,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,Fam,NA,Poac(~DigSp.),NA,B14,gr,B14gr,31.4.10,_08,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,CalVia,Calyptocarpus,vialis,B14,gr,B14gr,31.4.10,_09,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Acan,ToSpp,RueBle,Ruellia,blechum,B14,gr,B14gr,31.4.10,_10,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,ChrOdo,Chromalaena,odorata,B14,gr,B14gr,31.4.10,_11,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Verb,ToSpp,PriLap,Priva,lappulacea,B14,gr,B14gr,31.4.10,_12,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Conv,Genus,IpoSp.,Ipomoea,sp.,B14,gr,B14gr,31.4.10,_13,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Olea,ToSpp,JasDic,Jasminum,dichotomum,B14,gr,B14gr,31.4.10,_14,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,IndSpi,Indigofera,spicata,B14,gr,B14gr,31.4.10,_15,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Amar,ToSpp,AmaVir,Amaranthus,viridis,B14,gr,B14gr,31.4.10,_16,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,UroMax,Urochloa,maxima,B14,gr,B14gr,31.4.10,_17,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,AlyVag,Alysicarpus,vaginalis,B14,gr,B14gr,31.4.10,_18,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,Genus,PasSp.,Paspalum,sp.(fim/set),B14,gr,B14gr,31.4.10,_19,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Rubi,Genus,SpeSp.,Spermacoce,sp.,B14,gr,B14gr,31.4.10,_20,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasFim,Paspalum,fimbriatum,B14,gr,B14gr,31_100,_01,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Verb,ToSpp,LanStr,Lantana,strigocamara,B14,gr,B14gr,31_100,_02,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Sola,ToSpp,SolAme,Solanum,americanum,B14,gr,B14gr,31_100,_03,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,UroMax,Urochloa,maxima,B14,gr,B14gr,31_100,_04,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaOpt,Chamaesyce,opthalmica,B14,gr,B14gr,31_100,_05,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Oxal,ToSpp,OxaCor,Oxalis,corniculata,B14,gr,B14gr,31_100,_06,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Verb,ToSpp,CitSpi,Citharexylum,spinosum,B14,gr,B14gr,31_100,_07,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Phyl,ToSpp,PhyAma,Phyllathus,amarus,B14,gr,B14gr,31_100,_08,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,ChaAlb,Chaptalia,albicans,B14,gr,B14gr,31_100,_09,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,EupHet,Euphorbia,heterophylla,B14,gr,B14gr,31_100,_10,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Rubi,Genus,SpeSp.,Spermacoce,sp.,B14,gr,B14gr,31_100,_11,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B14,gr,B14gr,31_100,_12,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B14,gr,B14gr,31_100,_13,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B14,gr,B14gr,31_100,_14,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigSet,Digitaria,setigera,B14,gr,B14gr,31_100,_15,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B14,gr,B14gr,31_100,_16,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Rubi,ToSpp,RicGra,Richardia,grandiflora,B14,gr,B14gr,31_100,_17,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B14,gr,B14gr,32.2.1,_01,25-Mar-20,7,7,<1,<1,20,<1,0,0,0,<1,0,NA,NA,,,,,,,,,,,,,,
Aste,ToSpp,ParHys,Parthenium,hysterophorus,B14,gr,B14gr,32.2.1,_02,25-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Bras,ToSpp,LepVir,Lepidium,virginicum,B14,gr,B14gr,32.2.1,_03,25-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Acan,ToSpp,RueBle,Ruellia,blechum,B14,gr,B14gr,32.2.1,_04,25-Mar-20,4,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasNot,Paspalum,notatum,B14,gr,B14gr,32.2.1,_05,25-Mar-20,20,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B14,gr,B14gr,32.2.1,_06,25-Mar-20,7,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,AlyVag,Alysicarpus,vaginalis,B14,gr,B14gr,32.2.1,_07,25-Mar-20,3,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,CalVia,Calyptocarpus,vialis,B14,gr,B14gr,32.2.1,_08,25-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,IndSpi,Indigofera,spicata,B14,gr,B14gr,32.2.1,_09,25-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B14,gr,B14gr,32.2.10,_01,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DicAri,Dichanthium,aristatum,B14,gr,B14gr,32.2.10,_02,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Lami,ToSpp,SalOcc,Salvia,occidentalis,B14,gr,B14gr,32.2.10,_03,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B14,gr,B14gr,32.2.10,_04,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B14,gr,B14gr,32.2.10,_05,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Rubi,ToSpp,SpeRem,Spermacoce,remota,B14,gr,B14gr,32.2.10,_06,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,BotPer,Bothriochloa,pertusa,B14,gr,B14gr,32.2.10,_07,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B14,gr,B14gr,32.2.10,_08,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B14,gr,B14gr,32.4.1,_01,25-Mar-20,20,7,<1,<1,20,<1,0,0,0,<1,0,NA,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasNot,Paspalum,notatum,B14,gr,B14gr,32.4.1,_02,25-Mar-20,25,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B14,gr,B14gr,32.4.1,_03,25-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,fSbFm,NA,Poac(Bot/Dic),NA,B14,gr,B14gr,32.4.1,_04,25-Mar-20,3,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Rubi,ToSpp,SpeRem,Spermacoce,remota,B14,gr,B14gr,32.4.1,_05,25-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,AlyVag,Alysicarpus,vaginalis,B14,gr,B14gr,32.4.1,_06,25-Mar-20,3,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Acan,ToSpp,RueCil,Ruellia,ciliatiflora,B14,gr,B14gr,32.4.1,_07,25-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,DesTri,Desmodium,triflorum,B14,gr,B14gr,32.4.1,_08,25-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,CalVia,Calyptocarpus,vialis,B14,gr,B14gr,32.4.1,_09,25-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,ParHys,Parthenium,hysterophorus,B14,gr,B14gr,32.4.1,_10,25-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B14,gr,B14gr,32.4.1,_11,25-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Acan,ToSpp,RueBle,Ruellia,blechum,B14,gr,B14gr,32.4.10,_01,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,IndSpi,Indigofera,spicata,B14,gr,B14gr,32.4.10,_02,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,BotPer,Bothriochloa,pertusa,B14,gr,B14gr,32.4.10,_03,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaPro,Chamaesyce,prostrata,B14,gr,B14gr,32.4.10,_04,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaOpt,Chamaesyce,opthalmica,B14,gr,B14gr,32.4.10,_05,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Acan,ToSpp,RueCil,Ruellia,ciliatiflora,B14,gr,B14gr,32.4.10,_06,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,CalVia,Calyptocarpus,vialis,B14,gr,B14gr,32.4.10,_07,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B14,gr,B14gr,32.4.10,_08,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Lami,ToSpp,SalOcc,Salvia,occidentalis,B14,gr,B14gr,32_100,_01,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,CenEch,Cenchrus,echinatus,B14,gr,B14gr,32_100,_02,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,CyaCin,Cyanthillium,cinereum,B14,gr,B14gr,32_100,_03,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Verb,ToSpp,PriLap,Priva,lappulacea,B14,gr,B14gr,32_100,_04,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B14,gr,B14gr,32_100,_05,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasFim,Paspalum,fimbriatum,B14,gr,B14gr,32_100,_06,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Verb,ToSpp,LanStr,Lantana,strigocamara,B14,gr,B14gr,32_100,_07,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Onag,ToSpp,OenLac,Oenothera,laciniata,B14,gr,B14gr,32_100,_08,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Hydr,ToSpp,NamJam,Nama,jamaicensis,B14,gr,B14gr,32_100,_09,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Rubi,ToSpp,RicGra,Richardia,grandiflora,B14,gr,B14gr,32_100,_10,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Olea,ToSpp,JasDic,Jasminum,dichotomum,B14,gr,B14gr,32_100,_11,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaMen,Chamaesyce,mendezii,B14,gr,B14gr,32_100,_12,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B14,gr,B14gr,32_100,_13,25-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
